people_count,occupancy_ratio,avg_person_area,avg_distance,min_distance,spatial_spread,top_region_count,middle_region_count,bottom_region_count,frame_occupancy_density,density_label
3,0.001,0.001018,0.3763,0.207592,0.519707,1,0,2,1.879276,LOW
11,0.494668,0.045206,0.149161,0.1123,0.337759,3,8,0,28.656272,HIGH
3,0.027015,0.009097,0.484517,0.273921,0.495715,2,0,1,4.045351,LOW
4,0.001,0.001,0.63811,0.418009,0.449811,1,0,3,2.687506,LOW
22,0.477909,0.020731,0.130811,0.039058,0.458571,19,3,0,74.842581,HIGH
3,0.150774,0.040995,0.248648,0.163251,0.213991,0,0,3,7.988319,MEDIUM
57,0.619864,0.006572,0.236069,0.201469,0.377149,16,15,26,150.0,HIGH
7,0.202564,0.024518,0.093315,0.02,0.430366,1,2,4,8.765276,MEDIUM
3,0.127088,0.049468,0.242625,0.160304,0.105102,2,0,1,8.4033,MEDIUM
12,0.691345,0.055961,0.12977,0.048205,0.310559,2,9,1,41.185845,HIGH
2,0.034448,0.007202,0.521539,0.423433,0.378399,1,1,0,2.17338,LOW
2,0.005081,0.001,0.677453,0.514387,0.287122,2,0,0,1.318794,LOW
3,0.210721,0.076613,0.4251,0.366608,0.109526,1,0,2,6.269743,MEDIUM
4,0.08,0.02397,0.15094,0.078514,0.247484,1,2,1,7.605526,MEDIUM
2,0.007233,0.001273,0.723373,0.623861,0.034611,2,0,0,2.761105,LOW
6,0.133985,0.028008,0.415079,0.362328,0.135561,0,2,4,9.539492,MEDIUM
14,0.495135,0.033832,0.090575,0.031057,0.13974,8,5,1,50.499344,HIGH
46,0.89304,0.021805,0.087243,0.05501,0.336292,30,10,6,128.05964,HIGH
35,0.46551,0.011303,0.216012,0.167649,0.054376,17,3,15,119.2249,HIGH
7,0.08,0.01446,0.21188,0.070625,0.256688,3,3,1,17.525113,MEDIUM
2,0.015589,0.001,0.337889,0.258297,0.392722,0,2,0,0.646472,LOW
7,0.28866,0.037803,0.262099,0.179385,0.352849,1,4,2,15.913877,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
30,0.509921,0.017927,0.150875,0.090514,0.348719,3,25,2,71.601732,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
11,0.274439,0.029557,0.331164,0.273879,0.285386,2,3,6,25.0,MEDIUM
3,0.008163,0.009368,0.408737,0.30795,0.364418,1,1,1,3.084627,LOW
36,0.568738,0.015732,0.177437,0.103869,0.106594,10,6,20,115.237553,HIGH
5,0.08,0.017958,0.211192,0.11385,0.441644,2,0,3,15.143778,MEDIUM
8,0.173499,0.023625,0.423929,0.226929,0.222822,1,2,5,8.624238,MEDIUM
4,0.340577,0.092362,0.340369,0.27017,0.217259,0,3,1,5.347769,MEDIUM
5,0.178903,0.038515,0.647282,0.568543,0.465029,1,2,2,11.793202,MEDIUM
9,0.155374,0.020774,0.390159,0.214291,0.420159,4,3,2,13.726697,MEDIUM
1,0.010734,0.00124,0.752881,0.696651,0.184292,0,1,0,0.723855,LOW
6,0.085541,0.018693,0.471308,0.332079,0.314339,2,4,0,16.175371,MEDIUM
7,0.108114,0.018017,0.152572,0.02,0.20201,2,3,2,9.769684,MEDIUM
17,0.772755,0.042903,0.005,0.002,0.197939,4,11,2,48.596527,HIGH
54,0.547727,0.00763,0.242946,0.162436,0.237436,24,21,9,101.895119,HIGH
54,0.547683,0.007177,0.203998,0.119871,0.020064,6,43,5,150.0,HIGH
9,0.300075,0.028928,0.35269,0.279794,0.149367,4,2,3,25.0,MEDIUM
4,0.001,0.001,0.363212,0.298573,0.291503,1,1,2,1.548325,LOW
6,0.176129,0.023812,0.339452,0.21571,0.05,0,4,2,9.612765,MEDIUM
1,0.029134,0.02286,0.412254,0.194755,0.146734,0,1,0,1.003464,LOW
30,0.902935,0.027645,0.095738,0.075015,0.313038,4,24,2,52.680792,HIGH
1,0.053808,0.073721,0.92954,0.713587,0.419946,1,0,0,0.984197,LOW
55,0.794441,0.009996,0.051385,0.002,0.279741,23,1,31,96.932415,HIGH
50,0.637526,0.019478,0.005,0.002,0.134221,8,24,18,95.240037,HIGH
10,0.156141,0.012754,0.268062,0.09796,0.326455,1,4,5,22.720395,MEDIUM
37,0.548928,0.010985,0.115284,0.059217,0.047826,5,30,2,140.581707,HIGH
6,0.199153,0.027678,0.178713,0.02,0.283802,0,1,5,11.79769,MEDIUM
27,0.772645,0.028552,0.042736,0.002,0.347362,9,4,14,41.797017,HIGH
37,0.434046,0.011197,0.176518,0.123979,0.25651,18,14,5,133.317868,HIGH
47,0.631352,0.01337,0.171903,0.137242,0.131138,10,17,20,93.397741,HIGH
4,0.029543,0.001,0.423782,0.252232,0.084048,0,0,4,3.139243,LOW
42,0.296518,0.011945,0.052678,0.002,0.283836,18,17,7,150.0,HIGH
22,0.489841,0.026192,0.138288,0.108566,0.346947,11,0,11,77.018774,HIGH
34,0.637381,0.019644,0.093167,0.082362,0.141419,28,1,5,125.447969,HIGH
10,0.200765,0.01754,0.448261,0.25117,0.061782,8,2,0,20.360591,MEDIUM
10,0.092165,0.010013,0.515711,0.457168,0.05,7,3,0,25.0,MEDIUM
2,0.001,0.010501,0.95156,0.828355,0.361905,0,1,1,2.462926,LOW
46,0.831453,0.020684,0.024055,0.002,0.091329,36,9,1,150.0,HIGH
34,0.634098,0.021735,0.086408,0.024681,0.425319,10,3,21,65.841855,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
37,0.793416,0.018628,0.071318,0.024061,0.301178,5,20,12,136.25656,HIGH
12,0.187985,0.020296,0.055404,0.02,0.299938,2,4,6,25.0,MEDIUM
12,0.083237,0.007666,0.326621,0.146603,0.191374,4,7,1,25.0,MEDIUM
44,0.67923,0.014657,0.149503,0.12837,0.152283,10,16,18,72.551384,HIGH
11,0.336247,0.031068,0.146366,0.08741,0.459779,0,4,7,22.766928,MEDIUM
50,0.689848,0.012504,0.025155,0.002,0.253995,1,13,36,135.348926,HIGH
8,0.431001,0.054483,0.391302,0.257719,0.150632,0,6,2,23.607644,MEDIUM
3,0.039604,0.005246,0.641931,0.482213,0.239096,0,3,0,4.454193,LOW
47,0.717752,0.012047,0.037453,0.002466,0.211002,39,6,2,102.713617,HIGH
26,0.778518,0.028761,0.073434,0.052027,0.378319,14,8,4,93.143963,HIGH
7,0.173518,0.022209,0.425867,0.291798,0.440528,0,0,7,17.822657,MEDIUM
9,0.189331,0.024584,0.484809,0.355213,0.090373,0,7,2,24.871142,MEDIUM
3,0.036944,0.003605,0.642936,0.492212,0.434448,1,2,0,3.404321,LOW
30,0.656084,0.022383,0.172883,0.140979,0.245347,0,7,23,47.415678,HIGH
19,0.721482,0.038984,0.114396,0.079927,0.077272,3,11,5,51.105821,HIGH
1,0.024359,0.008572,0.520684,0.460931,0.463689,0,1,0,0.323513,LOW
3,0.21387,0.066136,0.330106,0.26959,0.163142,0,3,0,7.297789,MEDIUM
1,0.015216,0.025444,0.511829,0.442918,0.455938,0,1,0,0.965402,LOW
4,0.017391,0.015644,0.650149,0.599328,0.0,1,3,0,1.958461,LOW
1,0.037821,0.039089,0.633985,0.484492,0.340129,0,1,0,0.828508,LOW
44,0.515008,0.016786,0.227551,0.179564,0.262367,9,32,3,137.173199,HIGH
59,0.609428,0.011308,0.047059,0.01515,0.280221,2,44,13,150.0,HIGH
2,0.001,0.00594,0.578961,0.424784,0.290309,0,0,2,1.718982,LOW
6,0.08,0.016669,0.359561,0.217148,0.428123,4,2,0,15.582864,MEDIUM
1,0.02101,0.012836,0.805711,0.681019,0.170397,1,0,0,1.049202,LOW
7,0.339579,0.048845,0.330706,0.24729,0.385458,0,6,1,16.579027,MEDIUM
12,0.302916,0.019782,0.512219,0.340359,0.244848,0,7,5,25.0,MEDIUM
4,0.029723,0.020549,0.430867,0.202989,0.238992,2,1,1,1.698182,LOW
54,0.524192,0.007331,0.192008,0.157676,0.128029,39,11,4,92.672714,HIGH
5,0.341052,0.074625,0.301244,0.241975,0.424967,1,4,0,13.619337,MEDIUM
24,0.663937,0.02465,0.110844,0.084226,0.110254,0,2,22,61.420623,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
10,0.14225,0.009221,0.161089,0.059649,0.398017,0,9,1,25.0,MEDIUM
2,0.001,0.001,0.600602,0.391799,0.384926,0,0,2,2.225783,LOW
9,0.237484,0.023676,0.145423,0.02,0.076702,0,9,0,24.598782,MEDIUM
12,0.148908,0.011527,0.357788,0.172863,0.329532,4,6,2,25.0,MEDIUM
42,0.749017,0.0145,0.250424,0.215214,0.165566,33,8,1,139.244112,HIGH
10,0.127969,0.005,0.336741,0.270561,0.143749,5,3,2,12.129006,MEDIUM
4,0.018471,0.007014,0.466449,0.234648,0.484108,2,0,2,3.635554,LOW
3,0.021597,0.001,0.699529,0.551906,0.349568,0,0,3,0.909393,LOW
42,0.552826,0.015402,0.005,0.002,0.120411,15,19,8,67.266161,HIGH
3,0.131177,0.049601,0.22533,0.122852,0.409328,0,1,2,8.223124,MEDIUM
2,0.022473,0.01918,0.678107,0.571049,0.248868,0,2,0,2.509474,LOW
4,0.037434,0.013276,0.344613,0.169986,0.176959,2,2,0,5.0,LOW
3,0.013372,0.001,0.792118,0.731125,0.335047,0,1,2,4.120739,LOW
7,0.345948,0.055069,0.602121,0.442868,0.334051,3,2,2,14.291088,MEDIUM
5,0.284867,0.062087,0.131168,0.065083,0.114316,3,2,0,8.825638,MEDIUM
11,0.214701,0.024947,0.23787,0.138826,0.279674,3,8,0,25.0,MEDIUM
4,0.041164,0.019371,0.918064,0.866244,0.123838,3,1,0,5.0,LOW
3,0.025513,0.004182,0.558021,0.319131,0.39465,0,3,0,1.929128,LOW
6,0.23165,0.037075,0.231338,0.074823,0.542085,0,4,2,12.077408,MEDIUM
15,0.72758,0.051281,0.23545,0.1963,0.077715,3,2,10,26.87111,HIGH
4,0.151866,0.034566,0.335405,0.283048,0.186547,0,3,1,10.433027,MEDIUM
1,0.001541,0.005066,0.611838,0.504249,0.310786,1,0,0,1.509266,LOW
51,0.600485,0.014815,0.005,0.002,0.260405,7,38,6,133.956107,HIGH
1,0.001,0.008479,0.681094,0.505847,0.214596,0,1,0,1.06649,LOW
48,0.49249,0.013463,0.010486,0.002,0.457792,5,32,11,117.742874,HIGH
7,0.233155,0.034824,0.25908,0.145853,0.3892,4,2,1,17.164386,MEDIUM
7,0.08,0.009132,0.05,0.02,0.108301,5,1,1,16.632632,MEDIUM
41,0.873826,0.01873,0.113976,0.026327,0.372896,11,7,23,119.509193,HIGH
14,0.845255,0.064138,0.013802,0.002,0.202712,8,3,3,53.194909,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
6,0.326605,0.061712,0.318353,0.165158,0.421729,0,1,5,8.822671,MEDIUM
3,0.019292,0.001,0.670833,0.550589,0.133656,0,2,1,2.744151,LOW
12,0.209241,0.020413,0.392714,0.296651,0.190259,6,6,0,23.1609,MEDIUM
4,0.296425,0.07105,0.327274,0.165535,0.248339,3,1,0,8.694804,MEDIUM
48,0.497878,0.00478,0.054295,0.002,0.123293,13,30,5,97.808765,HIGH
15,0.384433,0.026389,0.130693,0.034116,0.288996,0,7,8,53.205734,HIGH
42,0.574832,0.014202,0.081256,0.002,0.101445,9,15,18,78.609867,HIGH
1,0.044889,0.048853,0.316077,0.066826,0.490388,1,0,0,1.345651,LOW
1,0.012,0.010062,0.388818,0.210723,0.483916,0,1,0,0.872156,LOW
5,0.08,0.027568,0.256273,0.13297,0.098088,0,0,5,9.976674,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
3,0.005775,0.001,0.386008,0.171657,0.100302,2,0,1,2.517884,LOW
4,0.112238,0.034619,0.218006,0.098396,0.241193,0,3,1,9.493453,MEDIUM
2,0.030772,0.010598,0.66658,0.495401,0.234763,1,0,1,1.473677,LOW
12,0.45901,0.043133,0.211652,0.111898,0.194144,0,12,0,24.524895,MEDIUM
8,0.113738,0.012004,0.288816,0.113675,0.120264,1,1,6,13.151734,MEDIUM
45,0.678056,0.013918,0.119334,0.07159,0.300389,12,31,2,150.0,HIGH
8,0.320597,0.037627,0.356758,0.26911,0.366089,0,0,8,7.649667,MEDIUM
28,0.25,0.005481,0.129969,0.035043,0.12064,3,8,17,83.563384,HIGH
1,0.024432,0.003754,0.317187,0.225788,0.32046,0,0,1,0.718665,LOW
46,0.504667,0.014953,0.136583,0.075751,0.130054,8,16,22,150.0,HIGH
1,0.00208,0.011315,0.640279,0.392454,0.150354,0,0,1,0.830622,LOW
3,0.021325,0.021819,0.690886,0.598469,0.124938,1,0,2,2.089215,LOW
3,0.220747,0.07932,0.05,0.02,0.292636,1,2,0,8.840086,MEDIUM
4,0.022455,0.00792,0.794144,0.656687,0.195738,0,1,3,5.0,LOW
5,0.341199,0.068232,0.363143,0.250939,0.171004,3,2,0,12.512955,MEDIUM
3,0.061494,0.021813,0.647983,0.507958,0.24424,0,2,1,1.026641,LOW
9,0.1549,0.020593,0.347512,0.264569,0.348811,4,3,2,25.0,MEDIUM
8,0.458761,0.062228,0.291297,0.200297,0.491362,7,0,1,9.713715,MEDIUM
38,0.703467,0.017031,0.095334,0.011233,0.342712,19,19,0,92.753703,HIGH
3,0.044133,0.008395,0.330838,0.182394,0.510515,1,2,0,1.314796,LOW
4,0.147149,0.033479,0.05,0.02,0.190734,0,3,1,4.934926,MEDIUM
13,0.790728,0.057337,0.009405,0.002,0.331589,2,9,2,20.704811,HIGH
10,0.442773,0.043361,0.536692,0.347083,0.556474,5,4,1,17.733421,MEDIUM
12,0.257547,0.022853,0.329483,0.274045,0.339276,4,2,6,25.0,MEDIUM
1,0.004167,0.015399,0.804736,0.55574,0.307396,0,1,0,0.958035,LOW
12,0.814837,0.06521,0.082085,0.002,0.068703,1,7,4,34.787502,HIGH
49,0.727575,0.011639,0.022846,0.002,0.379764,18,12,19,150.0,HIGH
12,0.188099,0.022688,0.292389,0.20755,0.415536,2,8,2,25.0,MEDIUM
2,0.029726,0.002527,0.588965,0.418207,0.115487,2,0,0,1.067239,LOW
8,0.428363,0.057522,0.445379,0.36436,0.330746,4,3,1,18.808241,MEDIUM
56,0.56669,0.010745,0.062704,0.002,0.423292,28,9,19,112.368509,HIGH
22,0.833028,0.03491,0.228584,0.16872,0.256412,1,16,5,87.116785,HIGH
34,0.92162,0.021194,0.097379,0.076459,0.165349,8,1,25,100.871464,HIGH
5,0.336813,0.071393,0.166082,0.02,0.131622,0,5,0,12.693936,MEDIUM
12,0.485316,0.042406,0.147601,0.056107,0.397906,2,4,6,20.066486,MEDIUM
4,0.007684,0.010432,0.593646,0.447946,0.347258,0,2,2,2.999764,LOW
41,0.75036,0.020692,0.220082,0.121066,0.312998,2,21,18,150.0,HIGH
50,0.643151,0.011471,0.035101,0.002,0.057547,11,17,22,150.0,HIGH
4,0.027992,0.00353,0.254936,0.201261,0.083449,1,3,0,5.0,LOW
33,0.653213,0.020211,0.191575,0.118287,0.414558,9,20,4,123.985016,HIGH
7,0.08,0.01064,0.477829,0.38166,0.150722,3,3,1,18.46012,MEDIUM
4,0.028089,0.001,0.642861,0.437516,0.101476,1,3,0,3.009116,LOW
12,0.283435,0.031763,0.439285,0.369676,0.338735,1,7,4,25.0,MEDIUM
13,0.720504,0.055329,0.132969,0.11812,0.310118,4,7,2,51.957929,HIGH
4,0.013091,0.00558,0.907088,0.812012,0.105624,0,4,0,3.118964,LOW
3,0.026902,0.007494,0.987099,0.786965,0.188093,2,1,0,1.098447,LOW
2,0.006849,0.0038,0.698131,0.548697,0.250846,0,1,1,1.620255,LOW
27,0.563738,0.018763,0.138834,0.094064,0.220907,10,1,16,55.920049,HIGH
4,0.012784,0.001,0.891232,0.833822,0.351383,1,1,2,2.701982,LOW
9,0.1361,0.016484,0.243806,0.128112,0.23492,0,1,8,16.54175,MEDIUM
48,0.713688,0.007488,0.15772,0.114523,0.078471,9,19,20,150.0,HIGH
24,0.528397,0.023939,0.016487,0.002,0.148295,3,13,8,48.425566,HIGH
17,0.406613,0.025835,0.188929,0.161014,0.170958,3,14,0,62.917668,HIGH
4,0.021441,0.001,0.716255,0.473698,0.083666,3,0,1,2.099165,LOW
4,0.019781,0.001,0.688628,0.503239,0.411382,2,2,0,4.690049,LOW
3,0.007672,0.001,0.797883,0.603085,0.146897,0,3,0,3.471776,LOW
21,0.693633,0.03746,0.086935,0.034219,0.345847,0,7,14,45.945276,HIGH
36,0.438945,0.01569,0.1419,0.062281,0.144841,6,13,17,72.608518,HIGH
19,0.507156,0.029737,0.226937,0.171785,0.073685,8,2,9,75.082931,HIGH
49,0.714826,0.016004,0.055205,0.02496,0.092377,19,22,8,150.0,HIGH
10,0.773047,0.074599,0.146969,0.135625,0.053716,1,6,3,36.253923,HIGH
8,0.08,0.005,0.493416,0.425615,0.088426,0,3,5,23.06782,MEDIUM
8,0.195738,0.026713,0.367272,0.29892,0.283672,0,7,1,21.775393,MEDIUM
10,0.08,0.006627,0.165154,0.026752,0.480659,2,0,8,17.029881,MEDIUM
9,0.346615,0.04156,0.250006,0.181043,0.418905,5,0,4,21.53359,MEDIUM
8,0.17088,0.012251,0.178331,0.02,0.370856,3,3,2,12.187415,MEDIUM
4,0.038699,0.004857,0.98873,0.857601,0.240148,3,1,0,3.790653,LOW
3,0.106912,0.029727,0.522531,0.470249,0.470273,0,3,0,6.503678,MEDIUM
35,0.818641,0.023664,0.199237,0.114409,0.052779,10,11,14,56.827592,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
26,0.755055,0.02401,0.046458,0.006786,0.173381,5,1,20,101.347445,HIGH
44,0.590994,0.016505,0.061129,0.002,0.094896,0,14,30,100.632563,HIGH
7,0.317299,0.053901,0.532021,0.464324,0.42355,2,5,0,7.791282,MEDIUM
3,0.203832,0.068967,0.393643,0.338318,0.553376,1,0,2,4.950822,MEDIUM
33,0.724935,0.028469,0.206678,0.114458,0.354453,0,11,22,114.405788,HIGH
35,0.400374,0.00622,0.120747,0.092221,0.139567,10,19,6,77.570519,HIGH
12,0.326423,0.019019,0.346832,0.243659,0.481621,1,7,4,20.539494,MEDIUM
1,0.034093,0.052393,0.945163,0.854882,0.044485,1,0,0,0.19991,LOW
12,0.590829,0.04924,0.207692,0.133266,0.263647,2,7,3,46.971084,HIGH
38,0.434582,0.009622,0.077776,0.054484,0.313972,1,9,28,140.089525,HIGH
2,0.017118,0.011418,0.752359,0.599941,0.417234,0,2,0,2.758045,LOW
4,0.302232,0.077139,0.227531,0.05738,0.27375,0,2,2,6.426623,MEDIUM
16,0.62811,0.038783,0.005,0.002,0.333798,2,11,3,28.856636,HIGH
14,0.540587,0.038542,0.173167,0.161899,0.274018,12,2,0,38.208793,HIGH
10,0.16936,0.019406,0.412968,0.309541,0.502241,0,6,4,12.23308,MEDIUM
4,0.03165,0.019176,0.908359,0.758552,0.523668,0,4,0,3.060347,LOW
1,0.025924,0.02749,0.792614,0.640877,0.111139,1,0,0,1.141607,LOW
3,0.053016,0.02417,0.868765,0.685635,0.299515,0,3,0,1.813231,LOW
8,0.295418,0.037011,0.221651,0.171453,0.171221,1,2,5,15.64481,MEDIUM
15,0.460723,0.025252,0.044606,0.029641,0.190368,1,6,8,46.745876,HIGH
11,0.126922,0.007364,0.205908,0.118832,0.518453,9,1,1,19.894153,MEDIUM
18,0.577068,0.029726,0.157154,0.057816,0.360667,0,18,0,35.267649,HIGH
12,0.375567,0.027363,0.361411,0.30873,0.33002,4,7,1,19.852665,MEDIUM
2,0.029369,0.028291,0.914353,0.76165,0.36161,1,0,1,2.427593,LOW
1,0.03159,0.043521,0.698194,0.575951,0.364151,0,1,0,1.038512,LOW
29,0.605182,0.022339,0.279423,0.183457,0.100738,11,18,0,101.659668,HIGH
8,0.100983,0.016284,0.121545,0.044538,0.280688,7,1,0,12.199258,MEDIUM
3,0.02363,0.001,0.646007,0.453571,0.18959,0,3,0,2.350616,LOW
1,0.0197,0.023111,0.343912,0.189972,0.102849,0,1,0,1.002769,LOW
4,0.074542,0.019925,0.563262,0.456984,0.461472,2,2,0,2.375193,LOW
7,0.199878,0.022704,0.267469,0.129908,0.375259,1,2,4,12.917705,MEDIUM
49,0.817331,0.016251,0.187436,0.151791,0.159301,39,8,2,107.200146,HIGH
4,0.233059,0.06054,0.441666,0.317261,0.193049,0,0,4,8.471931,MEDIUM
3,0.05841,0.014487,0.829806,0.663761,0.307418,1,1,1,2.333331,LOW
6,0.141008,0.021689,0.370261,0.280998,0.307732,2,3,1,16.317857,MEDIUM
7,0.120134,0.016354,0.29694,0.221093,0.051283,3,3,1,18.315299,MEDIUM
11,0.269837,0.030129,0.518742,0.371432,0.245753,2,8,1,20.577873,MEDIUM
12,0.08,0.005,0.317194,0.215539,0.325936,0,6,6,19.322452,MEDIUM
3,0.245666,0.077952,0.334028,0.193874,0.147948,1,2,0,3.77204,MEDIUM
2,0.01471,0.001,0.646979,0.487903,0.088981,0,1,1,1.49457,LOW
23,0.579603,0.02511,0.103449,0.02907,0.336552,11,9,3,55.355091,HIGH
45,0.705057,0.013246,0.170335,0.081582,0.172389,6,19,20,150.0,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
7,0.28083,0.034385,0.408677,0.349106,0.366105,3,2,2,17.386503,MEDIUM
3,0.020809,0.013659,0.722753,0.472972,0.253949,2,1,0,2.354467,LOW
4,0.001,0.007478,0.760748,0.546217,0.0,0,3,1,3.570068,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
10,0.123313,0.005,0.538197,0.481408,0.212177,0,7,3,20.443084,MEDIUM
13,0.648232,0.051428,0.206039,0.123692,0.046786,1,8,4,49.91304,HIGH
11,0.285806,0.025717,0.16439,0.04032,0.389169,0,6,5,25.0,MEDIUM
15,0.587371,0.043254,0.049635,0.005542,0.088736,4,11,0,32.142873,HIGH
6,0.095601,0.021115,0.286668,0.129712,0.239386,0,4,2,16.396378,MEDIUM
46,0.486082,0.008842,0.22785,0.160807,0.17144,27,14,5,140.990432,HIGH
6,0.166634,0.028535,0.179073,0.042131,0.3998,0,4,2,7.522991,MEDIUM
11,0.08,0.006803,0.377428,0.25159,0.251111,5,0,6,16.412365,MEDIUM
54,0.448544,0.003977,0.23965,0.227666,0.112246,40,12,2,150.0,HIGH
3,0.046646,0.021519,0.882155,0.813073,0.275107,0,1,2,4.128741,LOW
58,0.71183,0.013873,0.217638,0.191989,0.104329,15,16,27,103.24148,HIGH
4,0.031258,0.001,0.661429,0.527551,0.535968,0,4,0,5.0,LOW
4,0.025157,0.004033,0.920122,0.752875,0.263511,3,0,1,4.123917,LOW
3,0.041046,0.023368,0.803535,0.731525,0.186227,0,3,0,1.357621,LOW
7,0.125131,0.007931,0.68146,0.52745,0.146328,0,4,3,15.362153,MEDIUM
5,0.321093,0.061142,0.262479,0.085109,0.518848,1,4,0,14.006115,MEDIUM
26,0.767846,0.028426,0.147979,0.139919,0.260237,11,12,3,70.631103,HIGH
4,0.046706,0.003966,0.745997,0.527855,0.012117,1,2,1,4.044314,LOW
8,0.200699,0.021888,0.338415,0.201671,0.210334,4,4,0,9.957271,MEDIUM
1,0.026837,0.017862,0.688237,0.439734,0.160563,1,0,0,0.457328,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
5,0.173445,0.037619,0.523861,0.431512,0.267536,0,2,3,7.768461,MEDIUM
5,0.363572,0.070412,0.238748,0.139734,0.203218,2,3,0,9.923869,MEDIUM
8,0.123762,0.01282,0.543908,0.388029,0.222238,3,1,4,15.086993,MEDIUM
39,0.443529,0.008489,0.126485,0.071968,0.373928,0,20,19,89.836338,HIGH
58,0.482505,0.010945,0.220928,0.203792,0.190483,16,19,23,150.0,HIGH
4,0.320763,0.077571,0.7,0.54822,0.05,0,0,4,4.464962,MEDIUM
22,0.780675,0.032663,0.256249,0.207049,0.179518,5,5,12,78.87947,HIGH
3,0.209309,0.070367,0.253833,0.084199,0.426553,0,3,0,8.691638,MEDIUM
58,0.558363,0.013679,0.058204,0.002,0.249049,8,27,23,150.0,HIGH
1,0.028649,0.033281,0.549172,0.421115,0.036911,0,1,0,0.647581,LOW
2,0.001,0.001,0.842874,0.695027,0.213626,1,0,1,2.114061,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
1,0.003426,0.004238,0.697245,0.578192,0.041414,0,1,0,1.347674,LOW
29,0.310644,0.015645,0.210965,0.182962,0.260324,6,23,0,102.981325,HIGH
5,0.08,0.005,0.469289,0.41538,0.382608,1,4,0,7.691406,MEDIUM
39,0.767679,0.019178,0.191338,0.170307,0.348938,0,29,10,104.109407,HIGH
3,0.057375,0.012316,0.329864,0.163491,0.096942,0,3,0,1.369308,LOW
12,0.140751,0.010972,0.227413,0.058888,0.253243,1,3,8,18.751179,MEDIUM
4,0.17772,0.044315,0.200767,0.132783,0.393337,1,3,0,7.412638,MEDIUM
4,0.224635,0.056036,0.309776,0.172906,0.172711,4,0,0,7.874958,MEDIUM
39,0.792809,0.020716,0.047851,0.030769,0.28354,6,14,19,150.0,HIGH
52,0.549118,0.01331,0.196214,0.147351,0.344996,39,7,6,150.0,HIGH
28,0.654177,0.020571,0.26729,0.199134,0.214252,6,6,16,99.223301,HIGH
4,0.043149,0.009631,0.375926,0.271535,0.207388,0,3,1,3.783744,LOW
7,0.333975,0.042399,0.307754,0.157999,0.337124,2,5,0,16.728144,MEDIUM
7,0.172898,0.021605,0.090169,0.02,0.229292,1,6,0,18.53328,MEDIUM
3,0.272932,0.088666,0.153108,0.065451,0.11939,0,3,0,7.670887,MEDIUM
59,0.676869,0.015316,0.096578,0.051637,0.303935,1,25,33,150.0,HIGH
3,0.04746,0.017287,0.482117,0.268524,0.449208,1,2,0,3.712087,LOW
3,0.006712,0.003067,0.697676,0.599323,0.252581,3,0,0,3.606425,LOW
3,0.197317,0.064117,0.62599,0.563775,0.146527,0,3,0,7.17005,MEDIUM
11,0.142422,0.016074,0.374176,0.23331,0.133585,3,6,2,14.665968,MEDIUM
1,0.045297,0.058978,0.333438,0.127028,0.159198,0,1,0,1.351959,LOW
53,0.382097,0.002172,0.092785,0.061518,0.032923,26,19,8,150.0,HIGH
4,0.185858,0.0458,0.261087,0.151459,0.299407,2,1,1,10.915262,MEDIUM
3,0.289347,0.09535,0.075807,0.02,0.238134,0,0,3,6.66784,MEDIUM
6,0.272763,0.038205,0.57198,0.388082,0.141813,2,2,2,11.515308,MEDIUM
8,0.337468,0.040631,0.146394,0.02,0.167831,5,3,0,12.79659,MEDIUM
3,0.001,0.004302,0.617237,0.484528,0.151887,0,1,2,1.87873,LOW
12,0.633721,0.045658,0.052061,0.00749,0.200481,1,4,7,36.116943,HIGH
53,0.77305,0.009064,0.147133,0.084427,0.051814,17,4,32,150.0,HIGH
5,0.328904,0.05517,0.242122,0.066937,0.353137,2,3,0,12.078276,MEDIUM
11,0.260863,0.027623,0.277706,0.118382,0.295932,2,4,5,20.861919,MEDIUM
52,0.600511,0.012698,0.190791,0.127417,0.179827,42,1,9,150.0,HIGH
12,0.298125,0.024641,0.592153,0.415012,0.157072,1,3,8,25.0,MEDIUM
34,0.390622,0.002229,0.005,0.002,0.406163,9,25,0,89.940597,HIGH
46,0.712364,0.015946,0.107235,0.01053,0.332793,6,37,3,121.614026,HIGH
44,0.621935,0.009215,0.076187,0.058096,0.299776,21,23,0,135.905844,HIGH
2,0.023057,0.001,0.516357,0.381603,0.212736,1,0,1,2.258347,LOW
8,0.08,0.017787,0.281495,0.197971,0.46269,3,2,3,15.726359,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
