people_count,occupancy_ratio,avg_person_area,avg_distance,min_distance,spatial_spread,top_region_count,middle_region_count,bottom_region_count,frame_occupancy_density,density_label
11,0.742274,0.072244,0.099672,0.022905,0.333242,3,8,0,35.305886,HIGH
51,0.728513,0.01636,0.24516,0.186181,0.28639,4,42,5,150.0,HIGH
11,0.21884,0.018221,0.361096,0.256246,0.312454,1,3,7,25.0,MEDIUM
3,0.063836,0.040992,0.443071,0.304625,0.160306,0,3,0,4.061091,LOW
31,0.665824,0.018361,0.086691,0.019645,0.197979,13,14,4,120.390354,HIGH
3,0.017826,0.002874,0.5311,0.294374,0.168556,0,3,0,3.015239,LOW
39,0.773956,0.018377,0.012838,0.002,0.198495,5,24,10,113.514875,HIGH
4,0.037434,0.013276,0.344613,0.169986,0.176959,2,2,0,5.0,LOW
36,0.839096,0.026608,0.169731,0.144648,0.129742,29,1,6,98.663469,HIGH
6,0.21782,0.028021,0.22544,0.154533,0.230357,2,4,0,7.257365,MEDIUM
4,0.020545,0.016488,0.570259,0.491853,0.321918,3,1,0,1.740872,LOW
9,0.3055,0.027842,0.147901,0.056737,0.2157,0,8,1,12.453819,MEDIUM
4,0.008908,0.001344,0.898925,0.729636,0.073518,2,2,0,5.0,LOW
4,0.146646,0.03976,0.281334,0.223788,0.275779,2,0,2,10.219607,MEDIUM
33,0.641934,0.017464,0.162457,0.111413,0.368766,14,11,8,59.117818,HIGH
25,0.447842,0.013508,0.035775,0.010018,0.354772,17,6,2,39.498927,HIGH
58,0.56916,0.009943,0.094419,0.058346,0.405359,35,22,1,119.401308,HIGH
2,0.017571,0.015775,0.673075,0.549918,0.126088,0,2,0,1.478289,LOW
3,0.361291,0.1,0.185322,0.041412,0.351713,2,1,0,7.844879,MEDIUM
4,0.04676,0.004113,0.78307,0.702904,0.048486,0,2,2,3.354896,LOW
3,0.05602,0.034615,0.598396,0.481935,0.338062,2,1,0,1.525753,LOW
1,0.029791,0.02446,0.817995,0.609929,0.0,0,1,0,0.771924,LOW
8,0.318336,0.046292,0.201937,0.079172,0.317399,2,1,5,9.888688,MEDIUM
1,0.020294,0.019763,0.487001,0.279374,0.034467,0,1,0,0.736776,LOW
1,0.022856,0.036895,0.529476,0.42027,0.111407,0,1,0,1.407891,LOW
11,0.316335,0.017742,0.428863,0.298191,0.195065,3,3,5,21.943389,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
12,0.251894,0.015391,0.176321,0.02,0.308488,5,1,6,25.0,MEDIUM
56,0.497138,0.006534,0.032002,0.002,0.08754,23,11,22,150.0,HIGH
7,0.250707,0.033551,0.468371,0.29001,0.273317,0,7,0,7.002803,MEDIUM
8,0.204761,0.028281,0.193597,0.02,0.36442,6,1,1,23.009096,MEDIUM
36,0.774349,0.021845,0.218891,0.208298,0.063701,5,12,19,101.150387,HIGH
5,0.323701,0.068875,0.633601,0.51273,0.256889,0,5,0,6.042958,MEDIUM
3,0.05465,0.038742,0.844645,0.725643,0.268624,1,0,2,4.231266,LOW
47,0.671894,0.01637,0.04983,0.008538,0.399335,15,0,32,150.0,HIGH
39,0.570666,0.017907,0.098133,0.069684,0.251324,18,8,13,128.670637,HIGH
4,0.001,0.001,0.862183,0.626903,0.061186,1,1,2,3.483493,LOW
1,0.007255,0.001,0.726231,0.523171,0.430788,0,0,1,0.993275,LOW
54,0.663556,0.011137,0.219813,0.157156,0.082088,39,0,15,112.563501,HIGH
3,0.047661,0.029936,0.22297,0.070287,0.341046,1,0,2,0.991604,LOW
48,0.748405,0.015558,0.205284,0.125541,0.15902,31,13,4,132.890791,HIGH
3,0.02459,0.007695,0.625944,0.529591,0.277658,0,2,1,3.066019,LOW
1,0.022561,0.028206,1.0,0.925074,0.196285,0,1,0,0.918771,LOW
22,0.690792,0.030656,0.116949,0.04658,0.02,8,10,4,47.637877,HIGH
6,0.129915,0.026465,0.455592,0.344475,0.23186,1,4,1,11.894683,MEDIUM
10,0.327493,0.030346,0.426405,0.276916,0.151749,3,7,0,23.94087,MEDIUM
3,0.072967,0.046176,0.347146,0.132427,0.026304,0,3,0,3.683723,LOW
53,0.706349,0.014866,0.039944,0.002,0.142165,28,24,1,147.266815,HIGH
2,0.019998,0.015003,1.0,0.769488,0.079332,1,1,0,1.575647,LOW
3,0.038843,0.007145,0.877907,0.805927,0.367058,1,1,1,2.721904,LOW
3,0.021999,0.006805,0.761129,0.549688,0.477045,1,0,2,2.088162,LOW
5,0.326902,0.065068,0.537579,0.470655,0.484137,1,3,1,14.447933,MEDIUM
48,0.58027,0.009404,0.184535,0.133697,0.27161,18,21,9,150.0,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
7,0.15401,0.02391,0.248905,0.138656,0.35785,1,3,3,14.136246,MEDIUM
39,0.78104,0.019142,0.121697,0.089782,0.214551,7,26,6,105.706788,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
23,0.731972,0.03236,0.126772,0.060372,0.071358,16,4,3,48.648667,HIGH
15,0.784428,0.058098,0.090836,0.056561,0.194443,5,9,1,25.723132,HIGH
3,0.022193,0.005681,0.728268,0.487873,0.109756,1,2,0,1.633232,LOW
3,0.012708,0.007184,0.609897,0.368205,0.063953,1,1,1,3.083694,LOW
9,0.08,0.009491,0.558228,0.464191,0.370627,0,7,2,25.0,MEDIUM
1,0.047942,0.060716,0.527795,0.469335,0.375614,0,1,0,0.489977,LOW
4,0.065554,0.016853,0.232661,0.154743,0.339185,1,1,2,4.851057,LOW
24,0.630409,0.029148,0.180207,0.162601,0.291445,8,16,0,56.239147,HIGH
29,0.839901,0.025736,0.005,0.002,0.426645,26,2,1,105.874996,HIGH
4,0.330311,0.081906,0.109475,0.02,0.158872,1,3,0,7.812002,MEDIUM
47,0.599239,0.007788,0.13848,0.0426,0.385413,15,7,25,73.337742,HIGH
11,0.260311,0.021406,0.05,0.02,0.210155,4,4,3,25.0,MEDIUM
3,0.017289,0.001,0.50533,0.444148,0.435836,2,0,1,4.269033,LOW
1,0.001,0.001,0.409611,0.312644,0.525194,0,0,1,1.271029,LOW
9,0.095093,0.012403,0.354132,0.241821,0.348412,2,5,2,15.506482,MEDIUM
43,0.737106,0.013837,0.064307,0.002,0.207452,5,38,0,150.0,HIGH
9,0.099537,0.008074,0.421378,0.344659,0.317614,0,4,5,20.952893,MEDIUM
3,0.048941,0.008028,0.402649,0.240407,0.507812,2,0,1,4.145259,LOW
36,0.73866,0.023737,0.148345,0.0976,0.152309,11,15,10,111.757161,HIGH
4,0.161995,0.037081,0.104371,0.02,0.292607,2,0,2,11.958738,MEDIUM
22,0.69293,0.027218,0.180984,0.081425,0.271437,12,3,7,60.242245,HIGH
3,0.207793,0.074372,0.22723,0.173453,0.274054,2,0,1,4.997712,MEDIUM
14,0.568833,0.04411,0.061512,0.002,0.235029,2,9,3,31.303705,HIGH
44,0.882217,0.022835,0.005,0.002,0.291638,10,11,23,108.722347,HIGH
40,0.612702,0.015983,0.137408,0.101087,0.32334,11,6,23,86.618899,HIGH
22,0.731394,0.030695,0.206068,0.11456,0.185989,4,14,4,39.924063,HIGH
2,0.00523,0.001,0.447188,0.307215,0.19478,0,0,2,2.746809,LOW
4,0.059536,0.012548,0.330885,0.18893,0.536059,1,0,3,3.861689,LOW
24,0.792109,0.034191,0.1163,0.039111,0.333013,10,12,2,51.629893,HIGH
2,0.033769,0.015497,0.571572,0.337172,0.460345,2,0,0,2.727206,LOW
3,0.03412,0.027487,0.28419,0.100343,0.420197,0,2,1,3.853831,LOW
7,0.23536,0.031854,0.447918,0.276639,0.229774,6,1,0,17.401947,MEDIUM
34,0.694976,0.023098,0.093006,0.002,0.201708,9,20,5,86.460322,HIGH
3,0.020952,0.021149,0.748352,0.611877,0.077714,0,3,0,2.868742,LOW
2,0.014759,0.005986,0.454339,0.39646,0.290339,0,0,2,2.046484,LOW
54,0.724525,0.01406,0.211793,0.145665,0.167464,21,24,9,121.830849,HIGH
6,0.292028,0.054906,0.7,0.540087,0.152849,0,3,3,11.770039,MEDIUM
4,0.11191,0.028897,0.140485,0.049219,0.21187,2,1,1,5.550757,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
2,0.103313,0.058882,0.670701,0.443202,0.18232,0,1,1,1.931167,LOW
34,0.42853,0.008809,0.005,0.002,0.38339,9,17,8,119.738856,HIGH
11,0.189996,0.008789,0.456464,0.38937,0.185217,8,3,0,22.465808,MEDIUM
32,0.413494,0.011137,0.150326,0.116906,0.227151,24,8,0,82.477217,HIGH
3,0.31524,0.1,0.05,0.02,0.204909,0,3,0,5.788629,MEDIUM
8,0.386594,0.04843,0.372461,0.176649,0.141459,4,2,2,19.292627,MEDIUM
7,0.134992,0.019644,0.518598,0.338641,0.39235,0,7,0,13.664372,MEDIUM
46,0.786832,0.020656,0.105225,0.043826,0.375158,25,13,8,87.04182,HIGH
1,0.002249,0.001,0.927536,0.804735,0.450083,0,1,0,1.370195,LOW
11,0.262627,0.02614,0.403892,0.222526,0.508835,1,10,0,24.845962,MEDIUM
57,0.849765,0.012538,0.016167,0.002,0.400723,11,18,28,150.0,HIGH
6,0.269669,0.051315,0.197915,0.061922,0.313454,5,1,0,6.538375,MEDIUM
3,0.014097,0.023822,0.72559,0.616948,0.255805,1,2,0,2.975816,LOW
20,0.564098,0.0317,0.186975,0.10774,0.117762,9,9,2,36.860229,HIGH
5,0.279195,0.063824,0.293029,0.217215,0.433826,4,1,0,14.318694,MEDIUM
4,0.021422,0.001,0.867498,0.701198,0.105009,0,3,1,4.888114,LOW
10,0.323412,0.033491,0.504911,0.452033,0.341081,1,7,2,25.0,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
26,0.327227,0.014184,0.091635,0.007133,0.099747,2,3,21,78.773525,HIGH
5,0.366974,0.069795,0.414991,0.251339,0.134641,2,0,3,12.569035,MEDIUM
2,0.008332,0.001585,0.208675,0.085795,0.341194,0,2,0,2.895254,LOW
16,0.544719,0.030344,0.056019,0.039092,0.246263,3,13,0,45.775253,HIGH
30,0.571435,0.015297,0.218514,0.143435,0.107137,13,8,9,119.438596,HIGH
22,0.658708,0.031993,0.005,0.002,0.290492,15,2,5,61.904343,HIGH
4,0.197733,0.05111,0.573313,0.448846,0.424811,2,0,2,7.784643,MEDIUM
37,0.729244,0.011729,0.243831,0.238181,0.108606,16,16,5,84.336542,HIGH
10,0.301239,0.039979,0.505849,0.405273,0.36826,6,4,0,18.730774,MEDIUM
3,0.258124,0.093028,0.297829,0.156072,0.208179,2,1,0,6.530597,MEDIUM
4,0.037796,0.001,0.873843,0.792675,0.255213,0,3,1,5.0,LOW
10,0.143405,0.022301,0.163986,0.02,0.298046,3,2,5,25.0,MEDIUM
10,0.08,0.006611,0.138413,0.02,0.406385,2,5,3,25.0,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
52,0.745002,0.015292,0.047914,0.002,0.106131,7,12,33,138.298453,HIGH
8,0.390895,0.0405,0.25641,0.12572,0.357181,0,1,7,15.438247,MEDIUM
11,0.208427,0.009245,0.31443,0.221533,0.147757,6,3,2,19.998235,MEDIUM
9,0.338161,0.035188,0.247929,0.092164,0.103334,1,3,5,16.059554,MEDIUM
4,0.431536,0.1,0.339372,0.177434,0.215412,0,2,2,8.933876,MEDIUM
50,0.740356,0.015667,0.039371,0.002,0.308325,18,24,8,150.0,HIGH
4,0.016594,0.013697,0.705289,0.542478,0.032262,0,0,4,3.565413,LOW
4,0.307109,0.076079,0.231571,0.095059,0.246616,1,3,0,7.463,MEDIUM
48,0.613402,0.013607,0.115768,0.022788,0.370695,15,18,15,131.527112,HIGH
24,0.574474,0.023914,0.064309,0.002,0.08942,11,6,7,48.942348,HIGH
8,0.231446,0.023578,0.216903,0.036672,0.200436,1,2,5,16.708836,MEDIUM
11,0.274736,0.021621,0.377691,0.216699,0.186399,0,7,4,25.0,MEDIUM
2,0.022897,0.001,0.774871,0.52517,0.50091,1,1,0,1.132309,LOW
7,0.346626,0.050983,0.332342,0.157451,0.350879,6,0,1,13.520202,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
4,0.228146,0.055696,0.562231,0.466319,0.408825,0,4,0,10.3674,MEDIUM
10,0.253091,0.031819,0.256221,0.122751,0.385099,5,5,0,25.0,MEDIUM
9,0.218443,0.023344,0.207496,0.02,0.21421,0,6,3,15.754722,MEDIUM
2,0.053509,0.029798,0.819978,0.583353,0.534402,1,0,1,2.89471,LOW
3,0.004109,0.001,0.592516,0.35931,0.390169,0,2,1,3.782075,LOW
8,0.236202,0.033951,0.510484,0.439609,0.231256,0,1,7,19.385009,MEDIUM
2,0.048509,0.034108,0.363174,0.275796,0.427431,0,1,1,2.188444,LOW
3,0.348768,0.1,0.138832,0.02,0.145482,0,3,0,9.036924,MEDIUM
52,0.537447,0.008743,0.258411,0.187676,0.366463,14,23,15,140.392693,HIGH
55,0.37457,0.009778,0.160437,0.062193,0.351416,3,35,17,148.104102,HIGH
11,0.169153,0.014926,0.272894,0.166037,0.335104,2,7,2,18.538552,MEDIUM
32,0.662933,0.020354,0.038804,0.002,0.118304,3,12,17,81.831969,HIGH
6,0.110033,0.019939,0.254558,0.082123,0.120817,1,2,3,15.468548,MEDIUM
3,0.149693,0.054607,0.51599,0.340346,0.085655,1,2,0,5.53114,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
4,0.058026,0.00314,0.499256,0.363801,0.409639,2,1,1,5.0,LOW
4,0.001,0.012195,0.722798,0.659056,0.250354,1,3,0,1.253538,LOW
2,0.0224,0.007741,0.614354,0.544867,0.096301,0,1,1,2.979951,LOW
3,0.018056,0.029785,0.526529,0.463094,0.430497,3,0,0,2.486777,LOW
3,0.108974,0.044802,0.436103,0.196493,0.459431,1,1,1,1.937373,LOW
45,0.844667,0.021066,0.152691,0.137471,0.269796,16,5,24,113.453638,HIGH
45,0.671076,0.011494,0.15291,0.144155,0.056976,16,21,8,126.194302,HIGH
9,0.389107,0.045808,0.582652,0.519391,0.382993,5,3,1,14.681461,MEDIUM
33,0.708819,0.019096,0.148083,0.051341,0.138124,16,9,8,89.533235,HIGH
40,0.604881,0.017496,0.202982,0.197862,0.304191,16,21,3,65.631333,HIGH
53,0.269421,0.002,0.01027,0.002,0.179531,15,37,1,130.418459,HIGH
11,0.190499,0.01566,0.466362,0.268763,0.229765,7,0,4,20.595785,MEDIUM
2,0.02411,0.026272,0.724246,0.611337,0.367741,2,0,0,2.423743,LOW
4,0.244808,0.060088,0.14046,0.02,0.153657,3,0,1,9.740323,MEDIUM
58,0.602317,0.009091,0.156768,0.067643,0.343778,20,15,23,150.0,HIGH
58,0.679482,0.008538,0.210141,0.124817,0.422243,46,5,7,150.0,HIGH
19,0.641032,0.036141,0.222053,0.202799,0.189003,13,1,5,37.77736,HIGH
11,0.382054,0.033788,0.362982,0.177611,0.214832,1,1,9,18.755549,MEDIUM
8,0.121175,0.019066,0.555644,0.371853,0.422132,1,3,4,15.590213,MEDIUM
11,0.266913,0.026609,0.63715,0.558583,0.5078,0,10,1,25.0,MEDIUM
44,0.721099,0.016813,0.025917,0.005193,0.429001,0,13,31,129.725321,HIGH
4,0.018562,0.012619,0.503949,0.303308,0.214302,1,1,2,3.494435,LOW
20,0.714201,0.033313,0.201283,0.182023,0.412668,1,19,0,78.161309,HIGH
2,0.067685,0.051389,0.764509,0.604842,0.329811,0,1,1,1.227158,LOW
11,0.859135,0.073901,0.201036,0.143124,0.126214,4,5,2,23.922865,HIGH
11,0.155723,0.014482,0.591721,0.397771,0.356606,6,5,0,15.477469,MEDIUM
3,0.029758,0.018905,0.738176,0.626183,0.24967,1,2,0,3.574941,LOW
6,0.248533,0.042727,0.173648,0.02,0.137436,0,5,1,10.367448,MEDIUM
20,0.944393,0.0504,0.139108,0.097612,0.402542,9,1,10,45.000671,HIGH
3,0.043157,0.011543,0.804045,0.672812,0.221309,2,1,0,1.52144,LOW
33,0.583248,0.019058,0.215676,0.167244,0.299575,12,10,11,71.761637,HIGH
34,0.789644,0.021545,0.184604,0.132162,0.299455,0,22,12,66.09538,HIGH
4,0.019078,0.001,0.334557,0.246447,0.396358,1,3,0,5.0,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
38,0.522432,0.010472,0.241857,0.148612,0.189207,3,4,31,118.645862,HIGH
11,0.22421,0.031817,0.503267,0.3399,0.277778,1,8,2,23.687814,MEDIUM
50,0.450055,0.004796,0.074535,0.059111,0.027115,4,38,8,150.0,HIGH
34,0.63387,0.018198,0.132486,0.066829,0.153228,1,3,30,61.16519,HIGH
10,0.755098,0.077511,0.183227,0.13206,0.367156,3,4,3,15.912654,HIGH
2,0.027629,0.013832,0.850155,0.717501,0.416769,1,1,0,0.745952,LOW
49,0.739106,0.013499,0.232824,0.182176,0.5,7,33,9,91.587136,HIGH
46,0.679064,0.011958,0.17104,0.150266,0.403021,2,21,23,115.674103,HIGH
3,0.210541,0.069011,0.339321,0.274982,0.468171,3,0,0,3.21239,MEDIUM
10,0.145695,0.011852,0.429908,0.304717,0.433424,2,3,5,18.94977,MEDIUM
3,0.003537,0.001,0.575099,0.508403,0.374471,1,0,2,4.107751,LOW
42,0.728388,0.015345,0.068927,0.024694,0.147135,31,7,4,112.969999,HIGH
2,0.021333,0.001,0.84798,0.746317,0.341036,0,2,0,2.100958,LOW
2,0.048819,0.010699,0.876832,0.728225,0.311796,1,1,0,2.698442,LOW
4,0.007369,0.001,0.914279,0.72849,0.445436,2,0,2,2.435723,LOW
3,0.130742,0.035763,0.54705,0.386325,0.481784,2,1,0,4.133351,MEDIUM
11,0.157513,0.006989,0.421826,0.347089,0.272584,2,7,2,25.0,MEDIUM
10,0.149619,0.024244,0.180835,0.128242,0.393791,4,1,5,18.2535,MEDIUM
2,0.066988,0.031011,0.691095,0.456736,0.082572,1,1,0,3.03586,LOW
1,0.025209,0.035466,0.618286,0.465895,0.164471,0,1,0,0.634132,LOW
57,0.776906,0.013539,0.089264,0.006529,0.323233,9,48,0,150.0,HIGH
4,0.008411,0.001,0.447326,0.282226,0.176073,2,0,2,2.718588,LOW
44,0.776842,0.021145,0.25324,0.172461,0.362921,22,10,12,85.975988,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
4,0.171706,0.04535,0.211168,0.082604,0.229299,2,2,0,7.199181,MEDIUM
4,0.0194,0.001,0.847891,0.728496,0.522074,2,2,0,4.642671,LOW
8,0.133709,0.014834,0.531313,0.362192,0.055139,1,7,0,13.970435,MEDIUM
19,0.704178,0.036067,0.193642,0.09591,0.18941,8,5,6,63.68713,HIGH
47,0.802118,0.018427,0.088229,0.075499,0.412483,20,12,15,83.275665,HIGH
38,0.479484,0.010214,0.226798,0.158071,0.119021,2,8,28,86.853503,HIGH
27,0.532456,0.019738,0.005,0.002,0.282656,14,1,12,102.37385,HIGH
4,0.024555,0.001,0.797587,0.590294,0.245186,2,2,0,5.0,LOW
1,0.023094,0.042344,0.451683,0.310146,0.512713,0,0,1,0.455808,LOW
3,0.08,0.030967,0.553077,0.464827,0.289581,0,1,2,6.951018,MEDIUM
3,0.017721,0.01165,0.845546,0.660032,0.174401,0,3,0,1.000663,LOW
8,0.428731,0.046984,0.524224,0.436253,0.175738,1,7,0,14.723182,MEDIUM
4,0.015649,0.011748,0.548835,0.442162,0.393044,2,0,2,5.0,LOW
4,0.213537,0.052739,0.448446,0.270663,0.430863,1,3,0,5.87787,MEDIUM
32,0.880518,0.027482,0.199686,0.10048,0.185307,12,11,9,73.293959,HIGH
9,0.153801,0.019675,0.230293,0.082313,0.27395,2,4,3,23.519295,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
44,0.739171,0.015043,0.109944,0.019282,0.094128,5,16,23,129.968718,HIGH
3,0.032198,0.004383,0.989725,0.932782,0.065017,2,1,0,1.256895,LOW
45,0.502267,0.016759,0.238185,0.178477,0.358695,12,17,16,126.990756,HIGH
31,0.674826,0.021244,0.096108,0.049381,0.313638,7,12,12,58.272185,HIGH
10,0.930286,0.08,0.142114,0.097435,0.278451,2,1,7,27.970977,HIGH
10,0.08,0.01278,0.439171,0.38393,0.189944,8,0,2,25.0,MEDIUM
11,0.260302,0.023405,0.187907,0.133128,0.324513,1,9,1,17.057164,MEDIUM
26,0.576667,0.021068,0.012436,0.002,0.281702,19,6,1,69.309507,HIGH
3,0.019727,0.01564,0.75215,0.688213,0.38684,1,2,0,4.156701,LOW
1,0.002974,0.001,0.733464,0.671122,0.48233,0,1,0,0.99756,LOW
51,0.534037,0.014413,0.122791,0.025806,0.133823,17,24,10,92.636711,HIGH
46,0.6452,0.015906,0.085957,0.037523,0.383878,1,24,21,103.48784,HIGH
34,0.385689,0.01041,0.212151,0.130669,0.152332,8,26,0,50.737275,HIGH
3,0.001409,0.001,0.74892,0.63898,0.102639,3,0,0,1.874806,LOW
4,0.285123,0.069131,0.586892,0.483173,0.354729,0,2,2,10.552558,MEDIUM
51,0.731151,0.015764,0.188393,0.10179,0.309776,11,38,2,124.652728,HIGH
8,0.453825,0.057132,0.055976,0.02,0.164777,2,4,2,10.218082,MEDIUM
8,0.08,0.010244,0.345048,0.286846,0.432166,2,4,2,14.21222,MEDIUM
12,0.185147,0.012709,0.529512,0.449868,0.226086,1,7,4,16.960419,MEDIUM
25,0.687249,0.022334,0.104006,0.058566,0.167589,1,15,9,69.615024,HIGH
51,0.523407,0.011677,0.094714,0.015151,0.068476,6,35,10,132.446202,HIGH
6,0.197951,0.038832,0.292565,0.141535,0.073434,0,2,4,15.854453,MEDIUM
52,0.55124,0.015259,0.059589,0.049715,0.053331,27,19,6,150.0,HIGH
3,0.018929,0.001,0.382996,0.279456,0.182702,2,0,1,3.44946,LOW
56,0.807323,0.020103,0.03625,0.002,0.174734,22,13,21,126.298395,HIGH
13,0.647109,0.050667,0.148504,0.055497,0.284853,2,6,5,45.108797,HIGH
2,0.013328,0.01282,0.668638,0.543794,0.288556,0,0,2,1.720296,LOW
12,0.345593,0.025964,0.098452,0.02,0.232312,1,5,6,12.99601,MEDIUM
4,0.050527,0.018857,0.463532,0.331245,0.145989,1,3,0,2.975371,LOW
38,0.805307,0.019541,0.230886,0.185964,0.225475,14,24,0,88.516185,HIGH
3,0.081105,0.017262,0.287118,0.15406,0.318685,1,0,2,3.859273,MEDIUM
15,0.480167,0.026351,0.178144,0.120247,0.13165,5,4,6,42.335656,HIGH
3,0.038003,0.012204,0.365461,0.132545,0.293746,0,2,1,1.746709,LOW
48,0.728899,0.015087,0.136027,0.11717,0.164238,18,27,3,126.432804,HIGH
4,0.024272,0.015938,0.878523,0.739277,0.36725,2,0,2,1.552034,LOW
2,0.059753,0.031521,0.427657,0.365936,0.392501,0,1,1,1.845004,LOW
3,0.026658,0.020168,0.590894,0.461651,0.382939,1,2,0,2.927273,LOW
9,0.226536,0.029356,0.202551,0.074563,0.213194,5,4,0,17.435988,MEDIUM
5,0.08,0.016054,0.05,0.02,0.294918,1,4,0,14.25799,MEDIUM
4,0.18027,0.051031,0.474419,0.390875,0.176565,0,3,1,11.673817,MEDIUM
8,0.285038,0.034502,0.279844,0.088308,0.200337,0,3,5,9.467619,MEDIUM
10,0.832463,0.08,0.110929,0.038608,0.302006,0,8,2,19.865471,HIGH
4,0.321466,0.071736,0.555608,0.482938,0.298516,1,2,1,4.590858,MEDIUM
20,0.584527,0.029665,0.153759,0.060547,0.15661,6,14,0,53.884197,HIGH
48,0.466064,0.008242,0.070956,0.013149,0.435917,35,10,3,109.826034,HIGH
22,0.796733,0.037387,0.18912,0.148798,0.115048,13,6,3,51.506671,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
1,0.001403,0.006689,0.647492,0.397644,0.48222,0,0,1,0.93232,LOW
4,0.011704,0.008305,0.98252,0.908452,0.51239,0,3,1,5.0,LOW
4,0.017878,0.001,1.0,0.759517,0.406158,2,2,0,5.0,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
7,0.319344,0.05825,0.222257,0.152979,0.294275,0,2,5,17.181043,MEDIUM
50,0.781214,0.009654,0.180751,0.102579,0.060447,0,23,27,126.996946,HIGH
3,0.021691,0.001,0.386988,0.297378,0.33808,2,0,1,1.552492,LOW
2,0.024406,0.01835,0.716892,0.623095,0.33113,0,2,0,2.665382,LOW
10,0.368044,0.043688,0.488922,0.319129,0.401882,6,3,1,13.46776,MEDIUM
3,0.238072,0.078909,0.395946,0.317234,0.100492,0,0,3,3.281642,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
14,0.606877,0.047993,0.087495,0.02652,0.247864,9,0,5,42.558049,HIGH
3,0.054654,0.00273,0.718878,0.504571,0.0,1,2,0,3.686732,LOW
2,0.026443,0.001242,0.601252,0.396965,0.193311,2,0,0,1.503785,LOW
2,0.049166,0.016251,0.373614,0.282984,0.498913,0,2,0,2.725933,LOW
36,0.892259,0.028527,0.118895,0.03039,0.046683,6,29,1,122.792818,HIGH
11,0.08,0.013383,0.174064,0.099197,0.362161,9,0,2,25.0,MEDIUM
6,0.157854,0.024862,0.070933,0.02,0.388944,4,2,0,17.253639,MEDIUM
10,0.177,0.012167,0.090912,0.02,0.080181,0,2,8,22.31409,MEDIUM
11,0.326325,0.033492,0.304974,0.138453,0.313365,1,3,7,25.0,MEDIUM
1,0.058309,0.048158,0.857405,0.753117,0.366332,0,0,1,0.654798,LOW
3,0.008178,0.001,0.818208,0.609767,0.380639,0,3,0,2.46087,LOW
9,0.473424,0.047904,0.425427,0.28875,0.064688,2,5,2,22.507202,MEDIUM
1,0.045915,0.055428,0.365061,0.260611,0.435528,0,0,1,1.394084,LOW
3,0.195255,0.064746,0.674403,0.53389,0.305685,3,0,0,8.598229,MEDIUM
23,0.6325,0.024939,0.005,0.002,0.401847,1,16,6,79.945578,HIGH
27,0.63509,0.019725,0.123828,0.102507,0.275419,18,1,8,83.963112,HIGH
6,0.08,0.016634,0.402257,0.23185,0.456251,0,4,2,10.704333,MEDIUM
4,0.19198,0.044912,0.422424,0.229463,0.369571,1,3,0,10.668262,MEDIUM
4,0.040132,0.003519,0.64073,0.551837,0.513472,1,1,2,4.730509,LOW
5,0.134162,0.020518,0.254018,0.090673,0.512349,1,2,2,9.444733,MEDIUM
38,0.50955,0.017625,0.071105,0.002,0.220451,7,5,26,115.90979,HIGH
52,0.594224,0.008005,0.055596,0.014394,0.298291,15,7,30,117.593767,HIGH
51,0.89881,0.01736,0.027733,0.005605,0.249522,0,28,23,99.750177,HIGH
4,0.08,0.022364,0.157349,0.084808,0.246399,3,1,0,7.450451,MEDIUM
4,0.105103,0.028007,0.486628,0.354523,0.262245,2,0,2,9.959901,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
27,0.438344,0.014143,0.099862,0.078971,0.185605,2,19,6,97.012255,HIGH
35,0.766623,0.019376,0.137073,0.089233,0.337915,13,8,14,63.455048,HIGH
10,0.606337,0.056872,0.124373,0.04939,0.310013,1,4,5,25.27743,HIGH
11,0.303564,0.037783,0.150855,0.0649,0.453403,3,6,2,11.472534,MEDIUM
7,0.164789,0.027829,0.275423,0.138355,0.170601,5,0,2,8.623763,MEDIUM
32,0.777633,0.017956,0.144395,0.045002,0.273576,17,0,15,102.639333,HIGH
1,0.01789,0.016437,0.893341,0.661253,0.167049,1,0,0,0.838317,LOW
53,0.602867,0.010841,0.169948,0.155076,0.087261,44,7,2,150.0,HIGH
